id,course_code,mid_score,mid_participation_score,mid_lab_score,final_grade,sex,age,address,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,activities,higher,health,wassce
Stu957,CS102,4.84,1.82,4.81,A,female,38,urban,primary education,junior high,other,health,course,father,30mins - 1 hour,< 2hours,yes,no,2,53
Stu958,ENG101,13.61,3.23,4.34,A+,male,20,urban,higher education,higher education,teacher,civil,home,mother,1-15 mins,5-10 hours,yes,no,7,27
Stu959,UFS101,3.63,0.13,1.29,D,male,57,urban,none,none,health,at home,home,other,> 1hour,2-5 hours,no,no,3,13
Stu960,UFS101,14.66,3.24,4.2,A+,female,60,rural,primary education,junior high,teacher,health,course,other,> 1hour,2-5 hours,yes,yes,4,13
Stu961,FRN101,0.98,2.02,4.53,B-,male,30,urban,primary education,primary education,other,at home,home,mother,> 1hour,< 2hours,yes,yes,9,49
Stu962,CS102,17.42,4.06,2.4,A+,female,43,urban,none,secondary education,other,civil,other,father,> 1hour,2-5 hours,no,no,6,28
Stu963,CS102,16.0,3.36,1.68,A+,female,60,rural,secondary education,higher education,at home,teacher,home,mother,30mins - 1 hour,5-10 hours,yes,yes,2,13
Stu964,ACCT101,14.03,2.89,4.81,A+,female,56,urban,junior high,none,health,other,reputation,mother,30mins - 1 hour,2-5 hours,yes,no,8,51
Stu965,ACCT101,2.11,4.8,1.23,E,female,48,urban,secondary education,secondary education,civil,other,reputation,father,> 1hour,>10 hours,no,yes,5,8
Stu966,FRN101,2.06,4.54,2.12,D,male,40,rural,primary education,secondary education,at home,health,course,other,> 1hour,5-10 hours,yes,no,4,8
Stu967,IT102,1.57,3.23,4.59,B,male,36,rural,higher education,higher education,other,health,home,other,15-30 mins,>10 hours,no,yes,9,37
Stu968,CS102,2.51,1.35,1.37,E,male,24,rural,junior high,higher education,civil,health,reputation,father,1-15 mins,>10 hours,no,yes,7,11
Stu969,CS102,11.19,4.42,3.65,A+,male,17,rural,secondary education,secondary education,civil,health,home,mother,15-30 mins,< 2hours,yes,no,2,12
Stu970,FRN101,13.77,2.94,2.67,A+,male,55,rural,primary education,secondary education,teacher,at home,other,other,30mins - 1 hour,2-5 hours,no,no,5,45
Stu971,UFS101,16.09,3.65,4.18,A+,female,45,rural,secondary education,higher education,health,civil,reputation,mother,1-15 mins,>10 hours,no,no,8,29
Stu972,ACCT101,16.29,2.0,0.37,A+,male,58,rural,higher education,primary education,other,civil,other,father,1-15 mins,5-10 hours,no,yes,3,31
Stu973,UFS101,3.33,3.78,2.59,C+,female,51,urban,higher education,primary education,civil,teacher,other,mother,15-30 mins,5-10 hours,yes,yes,9,39
Stu974,UFS101,7.92,3.57,1.29,B,female,52,urban,none,higher education,at home,civil,course,father,30mins - 1 hour,< 2hours,no,yes,3,28
Stu975,ENG101,11.53,1.52,3.92,A+,female,23,rural,none,secondary education,other,health,course,mother,15-30 mins,< 2hours,no,no,2,38
Stu976,CS103,2.12,1.91,3.31,C+,male,44,rural,none,junior high,at home,teacher,reputation,other,1-15 mins,< 2hours,yes,yes,10,47
Stu977,CS102,11.12,2.93,3.28,A+,female,18,rural,higher education,primary education,health,health,home,father,1-15 mins,2-5 hours,yes,no,5,50
Stu978,CS103,7.64,1.44,2.93,A,female,46,urban,higher education,none,civil,health,other,father,> 1hour,< 2hours,yes,no,1,28
Stu979,CS102,11.21,2.08,1.39,A,female,47,rural,junior high,none,at home,teacher,reputation,other,1-15 mins,< 2hours,yes,no,8,26
Stu980,IT102,11.84,4.91,3.12,A+,female,48,urban,none,secondary education,teacher,at home,course,mother,> 1hour,< 2hours,no,yes,1,18
Stu981,ENG101,15.48,1.49,2.46,A+,male,50,urban,primary education,higher education,teacher,teacher,home,other,1-15 mins,< 2hours,yes,yes,8,49
Stu982,ENG101,16.77,0.33,3.45,A+,male,36,rural,none,junior high,teacher,civil,other,other,30mins - 1 hour,5-10 hours,yes,no,10,33
Stu983,ACCT101,3.87,0.1,2.97,B-,male,33,urban,higher education,higher education,teacher,other,other,other,1-15 mins,< 2hours,yes,no,5,16
Stu984,ENG101,1.72,2.64,0.63,F,female,44,rural,secondary education,primary education,teacher,health,other,mother,15-30 mins,>10 hours,yes,no,3,35
Stu985,CS103,5.07,1.99,3.8,A-,male,42,urban,secondary education,secondary education,health,at home,course,mother,15-30 mins,2-5 hours,no,no,10,14
Stu986,CS103,14.33,2.34,4.03,A+,female,21,urban,none,higher education,other,teacher,reputation,mother,1-15 mins,5-10 hours,no,yes,2,15
Stu987,ENG101,7.06,4.17,3.6,A,female,35,rural,higher education,junior high,teacher,health,other,father,15-30 mins,>10 hours,no,no,2,25
Stu988,CS102,2.34,2.46,1.65,D,male,49,rural,primary education,secondary education,teacher,other,course,father,> 1hour,>10 hours,yes,no,3,46
Stu989,CS102,11.8,1.23,2.64,A+,female,32,urban,secondary education,junior high,civil,civil,reputation,father,15-30 mins,2-5 hours,yes,yes,8,18
Stu990,FRN101,3.62,0.08,2.72,C+,female,60,rural,primary education,primary education,teacher,civil,reputation,father,15-30 mins,5-10 hours,yes,yes,6,30
Stu991,CS103,3.46,3.89,1.88,C-,male,56,urban,primary education,none,teacher,civil,course,other,> 1hour,2-5 hours,no,yes,7,44
Stu992,ACCT101,7.62,0.22,0.84,C+,male,45,urban,primary education,junior high,civil,other,home,mother,15-30 mins,2-5 hours,yes,no,8,35
Stu993,CS102,1.26,0.82,0.05,F,male,40,rural,secondary education,none,health,teacher,home,mother,15-30 mins,>10 hours,yes,yes,6,30
Stu994,UFS101,15.86,0.86,0.93,A+,female,35,rural,primary education,junior high,health,at home,other,father,15-30 mins,>10 hours,yes,no,7,22
Stu995,UFS101,11.85,2.26,2.61,A+,female,40,rural,primary education,none,teacher,at home,other,mother,30mins - 1 hour,>10 hours,no,no,7,38
Stu996,FRN101,9.23,1.22,1.88,A-,female,51,rural,none,none,health,civil,course,mother,1-15 mins,< 2hours,yes,no,5,40
Stu997,IT102,4.86,2.01,3.94,A-,female,38,urban,higher education,junior high,teacher,teacher,other,mother,15-30 mins,5-10 hours,no,yes,1,20
Stu998,CS102,13.01,2.25,2.89,A+,male,44,rural,higher education,junior high,other,health,other,other,15-30 mins,< 2hours,no,no,4,25
Stu999,CS103,0.46,3.72,4.19,C+,male,23,rural,none,primary education,health,at home,other,father,15-30 mins,>10 hours,no,no,4,49
